ID_Properti,Alamat,Kota,Tipe_Properti,Harga_Beli_Properti,Harga_Jual_Properti,Biaya_Operasional_Tahunan,Kenaikan_Harga,Kelas_Fasilitas_Sekitar,Luas_Bangunan,Usia_Properti
PID0404,Jl Raya Buring,Malang,Ruko,7657029510,7824680363,1805211613.3061755,11,Objek Wisata;Pusat Hiburan,110,38
PID0405,Jl Pemuda,Surabaya,Gudang,1498860068,1728606058,21530862.148036294,3,Pabrik,841,14
PID0406,Jl Diponegoro,Madiun,Gudang,5357061623,5830600799,1696348903.8392448,9,Sekolah;Universitas;Transportasi Umum,188,47
PID0407,Jl Ijen Nirwana,Malang,Vila,8104276319,9712296719,3156099211.407126,10,Pusat Perbelanjaan;Pusat Hiburan,596,38
PID0408,Jl A Yani,Banyuwangi,Komplek Perumahan,8583356598,9527586046,3480896616.1474466,7,Objek Wisata,99,8
PID0409,Jl Tanjung,Blitar,Rumah Tunggal,5513425866,5804088685,1989165596.8257535,11,Kantor;Pusat Perbelanjaan;Transportasi Umum,401,40
PID0410,Jl Pemuda,Surabaya,Gedung,1934522785,2081951350,585492316.805952,7,Objek Wisata,283,15
PID0411,Jl Raya Buring,Malang,Komplek Perumahan,4823303381,4985359883,48233033.81,1,Pabrik;Taman;Sekolah,985,45
PID0412,Jl Raya Panderman,Batu,Vila,2830345634,3100651254,1393374131.6807861,6,Sekolah;Taman;Pusat Perbelanjaan,216,16
PID0413,Jl Pahlawan,Mojokerto,Komplek Perumahan,3156331602,3428675050,50504466.45760176,3,"Pabrik, Taman",269,14
PID0414,Jl Soekarno Hatta,Malang,Komplek Perumahan,1893968209,2108598579,811200246.6892554,9,Kantor;Transportasi Umum,942,37
PID0415,Jl Mawar,Banyuwangi,Rumah Tunggal,4944164042,5708716603,1880695995.516956,9,Kantor;Transportasi Umum,668,9
PID0416,Jl Diponegoro,Surabaya,Rumah Tunggal,8920891240,10324704235,3826823329.118977,12,Pusat Perbelanjaan;Pusat Hiburan,300,22
PID0417,Jl Oro Oro Ombo,Batu,Komplek Perumahan,2213680952,2410078281,32082014.70357454,2,"Pabrik, Taman",768,17
PID0418,Jl Hayam Wuruk,Pasuruan,Rumah Tunggal,1204556956,1429872407,243728813.8032482,13,Objek Wisata;Pusat Hiburan,411,44
PID0419,Jl Pahlawan,Mojokerto,Rumah Tunggal,1664247801,1810060828,384044554.9092273,7,Kantor;Transportasi Umum,878,39
PID0420,Jl Dhoho,Kediri,Komplek Perumahan,4353149731,4817191422,47210139.88666073,2,"Pabrik, Taman",263,33
PID0421,Jl Panglima Sudirman,Tulung Agung,Gudang,7547003520,8630646926,2944329416.842235,10,Universitas;Pusat Perbelanjaan;Transportasi Umum,959,18
PID0422,Jl Pahlawan,Mojokerto,Gudang,7730306710,8872751808,2644329680.541605,7,Sekolah;Taman;Pusat Perbelanjaan,85,48
PID0423,Jl Pemuda,Surabaya,Rumah Tunggal,4768902097,5537043656,2093498819.5548296,8,Universitas;Transportasi Umum;Kafe,411,17
PID0424,Jl Raya Selecta,Batu,Ruko,811389706,850695989,256351121.72148973,14,Objek Wisata;Pusat Hiburan,797,50
PID0425,Jl Raya Buring,Malang,Rumah Tunggal,6874428554,7426970337,3223645094.186517,6,Sekolah;Taman;Pusat Perbelanjaan,381,50
PID0426,Jl Soekarno Hatta,Malang,Ruko,3692034301,4422221173,1301815471.8033798,7,Kantor;Transportasi Umum,742,43
PID0427,Jl Pattimura,Batu,Rumah Tunggal,4782860971,5093769041,2177263765.2734394,7,Kantor;Transportasi Umum,609,35
PID0428,Jl Gubeng,Surabaya,Ruko,3500347814,3867062045,783885930.590903,7,Kantor;Transportasi Umum,409,39
PID0429,Jl Gubeng,Surabaya,Komplek Perumahan,8384220468,9224467327,123523657.31727204,4,Objek Wisata,657,13
PID0430,Jl Ahmad Yani,Sidoharjo,Gudang,8505908623,9708962974,126238070.58256112,2,Pabrik,689,35
PID0431,Jl Raya Buring,Malang,Apartemen,7330469100,8469119004,2139951765.770579,8,Kantor;Transportasi Umum,468,24
PID0432,Jl Joyoboyo,Kediri,Komplek Perumahan,1005507172,1147796812,458287130.2772933,7,Universitas;Transportasi Umum;Kafe,329,12
PID0433,Jl Raya Krian,Sidoharjo,Gudang,3344560935,3422486070,1401124693.89679,12,Objek Wisata;Pusat Hiburan,183,25
PID0434,Jl Pahlawan,Mojokerto,Komplek Perumahan,8561754220,8715318004,3391184297.1796675,12,Objek Wisata;Pusat Hiburan,475,15
PID0435,Jl Soekarno Hatta,Malang,Komplek Perumahan,919383244,933713730,228318576.99951744,8,Kantor;Transportasi Umum,356,32
PID0436,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,6765976296,7614596412,100651117.35214116,2,Pabrik,117,14
PID0437,Jl Pattimura,Batu,Vila,6183858859,7183392869,1348680559.5390656,10,Universitas;Pusat Perbelanjaan;Transportasi Umum,462,9
PID0438,Jl Veteran,Blitar,Rumah Tunggal,5527604094,6385490757,154308570.02990288,3,Pabrik;Taman;Sekolah,460,36
PID0439,Jl Gubeng,Surabaya,Ruko,8428925697,8572927971,2396905288.0113764,9,Universitas;Transportasi Umum;Kafe,775,6
PID0440,Jl Pattimura,Batu,Rumah Tunggal,1252468405,1474579204,409847519.2907842,13,Objek Wisata;Pusat Hiburan,264,19
PID0441,Jl Soekarno Hatta,Malang,Komplek Perumahan,2886178543,3160715482,776535281.0402468,9,Universitas;Kantor;Pusat Perbelanjaan,548,49
PID0442,Jl Pemuda,Surabaya,Ruko,4355957033,5139379659,1458625545.8675432,8,Universitas;Kantor;Pusat Perbelanjaan,421,25
PID0443,Jl Pemuda,Surabaya,Apartemen,3686595992,4214746985,1614151596.180411,7,Universitas;Transportasi Umum;Kafe,518,38
PID0444,Jl Oro Oro Ombo,Batu,Rumah Tunggal,5214182555,5562725964,1302651637.6777055,6,Sekolah;Taman;Pusat Perbelanjaan,96,36
PID0445,Jl Pahlawan,Tulung Agung,Ruko,7689644292,8347657026,3115976137.6583147,9,Kantor;Pusat Perbelanjaan;Transportasi Umum,726,14
PID0446,Jl Raya Buring,Malang,Gudang,2336744316,2437428557,29218573.994392738,2,"Pabrik, Taman",704,14
PID0447,Jl Brigjend Slamet Riyadi,Malang,Vila,6482576302,7292477283,1957165640.1310008,7,Universitas;Kantor;Pusat Perbelanjaan,249,25
PID0448,Jl Raya Buring,Malang,Ruko,5636965358,6360500439,1432396756.6868365,9,Universitas;Transportasi Umum;Kafe,89,33
PID0449,Jl Soekarno Hatta,Malang,Komplek Perumahan,2378790878,2542190582,795919738.7435356,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,293,23
PID0450,Jl Raya Krian,Sidoharjo,Rumah Tunggal,4242406336,5009848969,1894370830.1793253,7,Sekolah;Universitas;Transportasi Umum,679,39
PID0451,Jl Mayjend Sungkono,Surabaya,Gedung,4742774358,5295276157,1903666823.0435915,9,Universitas;Transportasi Umum,521,28
PID0452,Jl Brigjend Slamet Riyadi,Malang,Ruko,2500383347,2815856360,1183413904.1347787,13,Universitas;Kantor;Pusat Perbelanjaan,85,33
PID0453,Jl Trunojoyo,Madiun,Rumah Tunggal,8798801087,9432191987,4113565415.489678,8,Universitas;Transportasi Umum;Kafe,973,36
PID0454,Jl Raya Buring,Malang,Apartemen,6627963512,7469669380,2279714329.519701,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,335,48
PID0455,Jl Raya Panderman,Batu,Rumah Tunggal,1072709654,1163644591,319669345.4106813,9,Universitas;Transportasi Umum,912,13
PID0456,Jl Diponegoro,Surabaya,Rumah Tunggal,3875737711,3942430989,1032920581.4168389,7,Kantor;Transportasi Umum,943,50
PID0457,Jl Soekarno Hatta,Malang,Rumah Tunggal,4626257889,5014765164,116736353.65779923,3,"Pabrik, Taman",813,37
PID0458,Jl Pemuda,Surabaya,Rumah Tunggal,8309840854,9643842493,4108521844.701155,9,Universitas;Transportasi Umum,94,15
PID0459,Jl Ahmad Dahlan,Banyuwangi,Gudang,6033934750,6233886405,2992204372.247429,7,Kantor;Transportasi Umum,955,9
PID0460,Jl Pahlawan,Mojokerto,Rumah Tunggal,5248689301,5337576630,1740547930.1035943,8,Universitas;Transportasi Umum;Kafe,543,35
PID0461,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,2971446517,3466338830,1448140758.6599293,7,Kantor;Transportasi Umum,711,22
PID0462,Jl Diponegoro,Surabaya,Komplek Perumahan,8008489962,8303433096,2943804990.713722,6,Objek Wisata,564,15
PID0463,Jl Teuku Umar,Tulung Agung,Gudang,8632616260,9124506175,86326162.60000001,1,Pabrik,291,24
PID0464,Jl Trunojoyo,Madiun,Gudang,1448207336,1691760966,14860998.643958084,2,"Pabrik, Taman",678,9
PID0465,Jl Pemuda,Surabaya,Rumah Tunggal,7504231499,8618750755,1573335189.469598,7,Sekolah;Taman;Pusat Perbelanjaan,815,25
PID0466,Jl Raya Sidoarjo,Sidoharjo,Rumah Tunggal,3060457938,3488981282,48160509.968678266,4,Objek Wisata,125,29
PID0467,Jl Cokroaminoto,Madiun,Komplek Perumahan,6369182388,7358212416,1450919379.2727664,7,Sekolah;Universitas;Transportasi Umum,285,17
PID0468,Jl Brigjend Slamet Riyadi,Malang,Apartemen,4543330218,5421642656,1233566713.4145555,6,Sekolah;Taman;Pusat Perbelanjaan,121,42
PID0469,Jl Mayjen Sungkono,Kediri,Komplek Perumahan,8660499950,9886576017,3307111002.2037244,6,Universitas;Transportasi Umum;Kafe,377,17
PID0470,Jl Dhoho,Kediri,Ruko,5282184699,5383308472,2081974586.6700826,7,Sekolah;Universitas;Transportasi Umum,523,10
PID0471,Jl Teuku Umar,Tulung Agung,Gudang,7802836292,8165518885,2856058882.2220836,9,Sekolah;Universitas;Transportasi Umum,203,13
PID0472,Jl Ijen Nirwana,Malang,Rumah Tunggal,6251062309,6736274128,107206148.98799828,2,"Pabrik, Taman",423,34
PID0473,Jl Ahmad Yani,Sidoharjo,Rumah Tunggal,3879115208,4301715111,100179840.85621433,3,Pabrik;Taman;Sekolah,951,8
PID0474,Jl Soekarno Hatta,Malang,Komplek Perumahan,5260907947,5784401322,1114727978.1531725,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,300,17
PID0475,Jl Pemuda,Surabaya,Apartemen,8777626264,9581621816,4022323640.103266,8,Universitas;Transportasi Umum,414,43
PID0476,Jl Ijen Nirwana,Malang,Apartemen,1498868437,1694999768,386346181.67117137,7,Universitas;Transportasi Umum,689,32
PID0477,Jl Pahlawan,Madiun,Ruko,5948028958,6890986980,1190326627.062595,9,Universitas;Pusat Perbelanjaan;Transportasi Umum,907,47
PID0478,Jl Pemuda,Surabaya,Gedung,8439940583,8795605018,3551892990.0129113,13,Objek Wisata;Pusat Hiburan,861,34
PID0479,Jl Brigjend Slamet Riyadi,Malang,Apartemen,1068947898,1106351323,502213248.237976,7,Sekolah;Universitas;Transportasi Umum,128,6
PID0480,Jl Raya Gempol,Sidoharjo,Ruko,2091026039,2166527187,478465295.75633395,8,Kantor;Transportasi Umum,575,11
PID0481,Jl Diponegoro,Madiun,Rumah Tunggal,8008579357,9534696091,2947135792.6693172,13,Objek Wisata;Pusat Hiburan,364,12
PID0482,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,4072390628,4427300078,979427353.795296,7,Kantor;Transportasi Umum,247,47
PID0483,Jl Pemuda,Surabaya,Komplek Perumahan,1162109613,1338551362,499926600.9927382,9,Universitas;Transportasi Umum,460,25
PID0484,Jl Hayam Wuruk,Pasuruan,Komplek Perumahan,2174926998,2314581498,458649969.6225475,9,Objek Wisata;Pusat Hiburan,672,19
PID0485,Jl Mayjend Sungkono,Surabaya,Apartemen,7966777845,9480839830,3371368628.1384044,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,990,11
PID0486,Jl Gubeng,Surabaya,Komplek Perumahan,2923092477,3351328004,950442636.6481985,9,Universitas;Kantor;Pusat Perbelanjaan,384,50
PID0487,Jl Diponegoro,Banyuwangi,Ruko,2241377427,2375386913,494834983.765784,9,Universitas;Transportasi Umum;Kafe,617,8
PID0488,Jl Joyoboyo,Kediri,Rumah Tunggal,1894712051,2140902855,792508281.4870062,6,Sekolah;Taman;Pusat Perbelanjaan,800,11
PID0489,Jl Soekarno Hatta,Malang,Ruko,5689188022,6761566849,2812974482.5128517,6,Sekolah;Taman;Pusat Perbelanjaan,783,33
PID0490,Jl Tunjungan,Surabaya,Rumah Tunggal,4650082043,5131863935,46500820.43,1,Pabrik;Taman;Sekolah,970,12
PID0491,Jl Diponegoro,Surabaya,Gedung,6878460749,7268546295,2245353484.193433,12,Pusat Perbelanjaan;Pusat Hiburan,790,17
PID0492,Jl Bhayangkara,Mojokerto,Rumah Tunggal,8612808948,9489163322,4109155461.501684,13,Universitas;Kantor;Pusat Perbelanjaan,507,34
PID0493,Jl Gubeng,Surabaya,Rumah Tunggal,8403441084,8889968921,84034410.84,1,Pabrik,655,11
PID0494,Jl Mayjend Sungkono,Surabaya,Komplek Perumahan,2370935909,2483885165,35194889.44433121,2,"Pabrik, Taman",666,11
PID0495,Jl Diponegoro,Surabaya,Komplek Perumahan,1788533564,1812020108,546742575.8190036,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,128,42
PID0496,Jl Veteran,Blitar,Rumah Tunggal,8583147600,9541456751,1865509910.8368783,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,423,27
PID0497,Jl Pemuda,Surabaya,Apartemen,3111420056,3321607491,991758575.165822,9,Sekolah;Universitas;Transportasi Umum,129,44
PID0498,Jl Diponegoro,Surabaya,Apartemen,6101037474,6871915391,2186924143.0264816,7,Kantor;Pusat Perbelanjaan;Transportasi Umum,486,13
PID0499,Jl RA Kartini,Tulung Agung,Rumah Tunggal,6354657463,6710771736,2734284984.1192126,10,Universitas;Kantor;Pusat Perbelanjaan,386,18
PID0500,Jl Pattimura,Batu,Gudang,4396047279,4777525454,85758414.68715198,2,"Pabrik, Taman",360,34
PID0501,Jl Brigjend Slamet Riyadi,Malang,Apartemen,3456803897,3568831380,1252737781.5337892,8,Universitas;Transportasi Umum;Kafe,263,37
PID0502,Jl Cokroaminoto,Madiun,Rumah Tunggal,7742956263,8037292275,2071199350.6130824,7,Sekolah;Universitas;Transportasi Umum,423,28
PID0503,Jl Raya Buring,Malang,Ruko,3391656324,3470140099,1463983354.6082225,11,Kantor;Pusat Perbelanjaan;Transportasi Umum,549,39
PID0504,Jl Tunjungan,Surabaya,Gedung,7909565749,9413136515,3361234731.0125394,8,Universitas;Transportasi Umum,761,46
PID0505,Jl Mayor Bismo,Kediri,Komplek Perumahan,871444063,920117955,393922127.729783,7,Universitas;Transportasi Umum,445,34
PID0506,Jl Trunojoyo,Madiun,Rumah Tunggal,1615090080,1776867901,429814991.2621081,10,Kantor;Pusat Perbelanjaan;Transportasi Umum,305,34
PID0507,Jl Raya Panderman,Batu,Vila,886875109,951755528,383152455.8806919,8,Kantor;Transportasi Umum,966,38
PID0508,Jl Ijen Nirwana,Malang,Ruko,1581922187,1705428664,476113917.5426107,6,Universitas;Transportasi Umum;Kafe,721,34
PID0509,Jl Ijen Nirwana,Malang,Komplek Perumahan,6800151571,7046262161,1877492774.9296837,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,542,37
PID0510,Jl Pattimura,Batu,Ruko,850287643,860706688,336216951.2460643,7,Sekolah;Taman;Pusat Perbelanjaan,643,38
PID0511,Jl Mayor Bismo,Kediri,Rumah Tunggal,2698385173,2811277092,43355453.30295028,2,Pabrik,959,20
PID0512,Jl Soekarno Hatta,Malang,Vila,8947429716,9113489730,3908577470.623195,7,Sekolah;Taman;Pusat Perbelanjaan,515,8
PID0513,Jl Pemuda,Surabaya,Rumah Tunggal,2741458728,3045864643,674691563.9086535,10,Kantor;Pusat Perbelanjaan;Transportasi Umum,910,27
PID0514,Jl Soekarno Hatta,Malang,Ruko,7396777886,8718838116,1638505244.1439178,9,Kantor;Pusat Perbelanjaan;Transportasi Umum,86,30
PID0515,Jl Hayam Wuruk,Pasuruan,Ruko,2748139568,2849532151,1293554318.362281,9,Sekolah;Universitas;Transportasi Umum,919,49
PID0516,Jl Raya Buring,Malang,Vila,5550064007,6496382099,1680273115.336709,9,Universitas;Transportasi Umum;Kafe,905,23
PID0517,Jl Raya Buring,Malang,Komplek Perumahan,2561171485,3022312529,667732207.2770617,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,784,29
PID0518,Jl Oro Oro Ombo,Batu,Vila,7962166608,9120925497,3053034137.5736165,9,Kantor;Pusat Perbelanjaan;Transportasi Umum,625,34
PID0519,Jl Raya Selecta,Batu,Vila,3979896940,4078407832,874385147.9622086,6,Universitas;Transportasi Umum,96,41
PID0520,Jl Mayjend Sungkono,Surabaya,Rumah Tunggal,1447620056,1503286328,552693507.9886538,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,521,34
PID0521,Jl Raya Gempol,Sidoharjo,Rumah Tunggal,828405460,923927477,355542761.70764333,7,Sekolah;Taman;Pusat Perbelanjaan,409,28
PID0522,Jl Ijen Nirwana,Malang,Vila,1915372247,2272349625,780634051.3492509,8,Kantor;Transportasi Umum,185,29
PID0523,Jl Brigjend Slamet Riyadi,Malang,Ruko,1336585714,1372398425,662544323.3700227,6,Universitas;Transportasi Umum,709,14
PID0524,Jl Brigjend Slamet Riyadi,Malang,Gudang,2845051269,3354129823,33176453.926581103,2,"Pabrik, Taman",365,15
PID0525,Jl Brigjend Slamet Riyadi,Malang,Vila,2228730647,2636299682,903965925.8101759,8,Universitas;Kantor;Pusat Perbelanjaan,991,13
PID0526,Jl Raya Buring,Malang,Ruko,4413286793,5182700005,1476142354.001669,7,Kantor;Transportasi Umum,847,42
PID0527,Jl Pahlawan,Madiun,Gudang,8134555936,8641596230,112348175.63758323,2,Pabrik;Taman;Sekolah,644,49
PID0528,Jl Teuku Umar,Tulung Agung,Gudang,8373138383,9379215497,3420124315.176989,6,Universitas;Transportasi Umum;Kafe,739,18
PID0529,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,2338655320,2688178388,657002071.9131227,10,Universitas;Pusat Perbelanjaan;Transportasi Umum,552,9
PID0530,Jl Diponegoro,Surabaya,Apartemen,3102684376,3540687060,136028258.49674043,5,Objek Wisata,874,43
PID0531,Jl Soekarno Hatta,Malang,Apartemen,5938680734,6796416326,2893322535.0638933,8,Universitas;Transportasi Umum;Kafe,661,29
PID0532,Jl Ijen Nirwana,Malang,Rumah Tunggal,5655849342,6470157896,2384232898.846732,7,Objek Wisata,365,22
PID0533,Jl Raya Sidoarjo,Sidoharjo,Rumah Tunggal,7442583197,8212358346,207135100.12116835,3,Pabrik,749,50
PID0534,Jl Gubeng,Surabaya,Komplek Perumahan,1575745223,1633437715,559352687.7231659,9,Kantor;Transportasi Umum,613,17
PID0535,Jl Raya Buring,Malang,Vila,4512337692,5401298926,1202259480.5995827,15,Pusat Perbelanjaan;Pusat Hiburan,110,6
PID0536,Jl Ijen Nirwana,Malang,Apartemen,7630175763,7872423209,3241880298.689747,9,Universitas;Transportasi Umum,282,44
PID0537,Jl Tunjungan,Surabaya,Komplek Perumahan,4119185854,4415590217,923814509.6713197,9,Objek Wisata;Pusat Hiburan,909,23
PID0538,Jl Raya Selecta,Batu,Rumah Tunggal,5067851750,5923387470,50678517.5,1,"Pabrik, Taman",915,30
PID0539,Jl Soekarno Hatta,Malang,Ruko,2022738336,2231773810,426503175.38549185,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,691,37
PID0540,Jl Diponegoro,Surabaya,Apartemen,5928786283,7102095574,2550801544.8850894,7,Universitas;Pusat Perbelanjaan;Transportasi Umum,456,47
PID0541,Jl Pahlawan,Tulung Agung,Ruko,7251223518,7600327909,2423371157.1203127,14,Objek Wisata;Pusat Hiburan,944,11
PID0542,Jl Gubeng,Surabaya,Apartemen,5302504913,5697011366,2483368025.152023,12,Kantor;Pusat Perbelanjaan;Transportasi Umum,672,35
PID0543,Jl Pemuda,Surabaya,Gedung,6757654804,7638687303,2035695423.4038746,13,Objek Wisata;Pusat Hiburan,317,16
PID0544,Jl Soekarno Hatta,Malang,Apartemen,7847902126,8158384573,3323901794.252721,7,Universitas;Transportasi Umum;Kafe,252,19
PID0545,Jl Cokroaminoto,Madiun,Gudang,6166426364,6547510960,2685921324.1831017,6,Universitas;Transportasi Umum,659,7
PID0546,Jl Tanjung,Blitar,Rumah Tunggal,3674916120,3779396177,1628211409.040845,13,Pusat Perbelanjaan;Pusat Hiburan,385,25
PID0547,Jl Soekarno Hatta,Malang,Gudang,2538155145,2575832907,32079129.56434411,2,Pabrik,82,25
PID0548,Jl Diponegoro,Madiun,Ruko,8032137293,9587668956,2986919794.806226,12,Kantor;Pusat Perbelanjaan;Transportasi Umum,574,42
PID0549,Jl Ahmad Yani,Blitar,Gudang,6824432532,7724454045,2100175076.1136792,8,Kantor;Pusat Perbelanjaan;Transportasi Umum,176,42
PID0550,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,8250461737,9582239324,126509896.17808862,2,Pabrik;Taman;Sekolah,580,36
PID0551,Jl Brigjend Slamet Riyadi,Malang,Rumah Tunggal,1153978030,1266168104,15475288.733406534,2,Pabrik,544,45
PID0552,Jl Soekarno Hatta,Malang,Ruko,7286136600,8537561390,3396727772.013681,15,Objek Wisata;Pusat Hiburan,611,46
PID0553,Jl Ahmad Yani,Blitar,Rumah Tunggal,4758327765,4957313411,1386993566.8418121,7,Universitas;Transportasi Umum;Kafe,679,27
PID0554,Jl Raya Buring,Malang,Vila,2520713201,2861419835,1259089660.13097,6,Sekolah;Taman;Pusat Perbelanjaan,447,36
PID0555,Jl Mojopahit,Mojokerto,Ruko,8135457420,8693909203,2279164760.038697,8,Universitas;Transportasi Umum,606,30
PID0556,Jl Pattimura,Batu,Ruko,6768604604,6858558713,2741752339.0715394,9,Sekolah;Universitas;Transportasi Umum,652,8
PID0557,Jl Soekarno Hatta,Malang,Rumah Tunggal,8331314686,9134261231,3783919053.835479,7,Sekolah;Taman;Pusat Perbelanjaan,89,42
PID0558,Jl Mayjend Sungkono,Surabaya,Komplek Perumahan,5388944074,5911139437,1919630962.316566,7,Sekolah;Taman;Pusat Perbelanjaan,615,31
PID0559,Jl Brigjend Slamet Riyadi,Malang,Apartemen,7124526322,7999821338,2382883453.877494,6,Sekolah;Taman;Pusat Perbelanjaan,237,28
PID0560,Jl A Yani,Banyuwangi,Gudang,6105861928,6874650004,2176378985.8815517,11,Pusat Perbelanjaan;Pusat Hiburan,173,21
PID0561,Jl Pattimura,Batu,Ruko,7887905763,8926669090,2376270891.1380205,8,Universitas;Transportasi Umum,326,6
PID0562,Jl A Yani,Banyuwangi,Rumah Tunggal,7519750537,8016082809,1589339664.7161257,8,Kantor;Transportasi Umum,879,6
PID0563,Jl Mayor Bismo,Kediri,Ruko,3174699461,3356000941,791698114.4582604,9,Objek Wisata;Pusat Hiburan,452,13
PID0564,Jl Soekarno Hatta,Malang,Vila,2239598080,2610654924,876795603.5247892,14,Objek Wisata;Pusat Hiburan,351,41
PID0565,Jl Tunjungan,Surabaya,Gudang,3628034639,4195404545,53936719.24443497,2,Pabrik,576,15
PID0566,Jl Gubeng,Surabaya,Gudang,3363249071,3717837423,60674782.46751406,2,"Pabrik, Taman",84,14
PID0567,Jl Pahlawan,Mojokerto,Rumah Tunggal,2795636356,3157179758,76055038.91891252,3,Pabrik;Taman;Sekolah,364,44
PID0568,Jl Raya Gempol,Sidoharjo,Gudang,6863336017,7475581553,106200852.0943853,2,Pabrik;Taman;Sekolah,986,7
PID0569,Jl Diponegoro,Surabaya,Komplek Perumahan,5591662163,6029752465,1374272597.5362122,6,Objek Wisata,302,40
PID0570,Jl Ahmad Yani,Blitar,Ruko,5403874808,6317261442,2667152900.7165027,12,Pusat Perbelanjaan;Pusat Hiburan,295,20
PID0571,Jl Mayjend Sungkono,Surabaya,Rumah Tunggal,2715996030,2847726046,596290771.2289704,11,Objek Wisata;Pusat Hiburan,812,38
PID0572,Jl Gubeng,Surabaya,Komplek Perumahan,7958745474,8398540766,79587454.74,1,"Pabrik, Taman",737,17
PID0573,Jl Anjasmoro,Blitar,Gudang,1963531413,2041463469,29615851.487462644,4,Objek Wisata,539,42
PID0574,Jl Diponegoro,Surabaya,Komplek Perumahan,8865866552,10187306299,2496119097.4465322,9,Universitas;Kantor;Pusat Perbelanjaan,735,50
PID0575,Jl Raya Buring,Malang,Rumah Tunggal,3452848709,4031997457,47074177.484536126,3,Pabrik,814,38
PID0576,Jl Mayor Bismo,Kediri,Gudang,2685095470,2935269345,638362866.5374509,6,Sekolah;Taman;Pusat Perbelanjaan,482,31
PID0577,Jl Mayjend Sungkono,Surabaya,Rumah Tunggal,1974036756,2174150637,638533954.6312318,8,Universitas;Transportasi Umum;Kafe,170,32
PID0578,Jl Pattimura,Batu,Ruko,7762153012,9150327857,2919211696.8141365,8,Sekolah;Universitas;Transportasi Umum,340,31
PID0579,Jl Ahmad Yani,Blitar,Komplek Perumahan,4183941827,4375549655,65793541.09444622,2,Pabrik;Taman;Sekolah,494,47
PID0580,Jl Ahmad Dahlan,Banyuwangi,Gudang,890967528,923859693,404313457.63584673,11,Pusat Perbelanjaan;Pusat Hiburan,459,49
PID0581,Jl Cokroaminoto,Madiun,Komplek Perumahan,908892300,1025227718,12757205.657490287,2,Pabrik,465,14
PID0582,Jl Pahlawan,Madiun,Rumah Tunggal,8666827868,10348956287,141939748.76719669,3,"Pabrik, Taman",677,42
PID0583,Jl Gubeng,Surabaya,Komplek Perumahan,8212850162,8334804661,3444443510.665979,14,Pusat Perbelanjaan;Pusat Hiburan,496,38
PID0584,Jl Oro Oro Ombo,Batu,Gudang,6302162279,7539341832,76194253.36160493,3,"Pabrik, Taman",249,47
PID0585,Jl Brigjend Slamet Riyadi,Malang,Komplek Perumahan,1465337203,1731030612,23267443.65924167,3,"Pabrik, Taman",861,18
PID0586,Jl Pemuda,Surabaya,Rumah Tunggal,1718442644,1806986790,563588830.0342435,9,Kantor;Pusat Perbelanjaan;Transportasi Umum,267,37
PID0587,Jl Pemuda,Surabaya,Rumah Tunggal,1339406373,1481523072,325627524.3039644,12,Universitas;Kantor;Pusat Perbelanjaan,86,32
PID0588,Jl Raya Buring,Malang,Komplek Perumahan,1719496479,1754627857,51321943.357704446,4,Objek Wisata,565,41
PID0589,Jl Soekarno Hatta,Malang,Vila,4854593480,5502383390,2173410669.2754407,6,Sekolah;Taman;Pusat Perbelanjaan,357,37
PID0590,Jl Mayor Bismo,Kediri,Komplek Perumahan,8912986221,9265115309,89129862.21000001,1,Pabrik;Taman;Sekolah,589,31
PID0591,Jl Tunjungan,Surabaya,Rumah Tunggal,5980865302,6347493131,2195412280.5072837,7,Sekolah;Taman;Pusat Perbelanjaan,978,47
PID0592,Jl Raya Gempol,Sidoharjo,Ruko,7029291212,8095658807,2245861100.481386,7,Sekolah;Universitas;Transportasi Umum,997,45
PID0593,Jl Diponegoro,Banyuwangi,Ruko,810123955,836940542,249772331.07540885,14,Objek Wisata;Pusat Hiburan,334,12
PID0594,Jl Ahmad Yani,Sidoharjo,Gudang,3270541422,3393447662,1051836498.8950114,11,Universitas;Kantor;Pusat Perbelanjaan,234,13
PID0595,Jl Ijen Nirwana,Malang,Ruko,6507547805,7518845771,2767581706.521287,9,Objek Wisata;Pusat Hiburan,380,14
PID0596,Jl Bhayangkara,Mojokerto,Komplek Perumahan,4240455868,4999942773,64063829.35060437,2,Pabrik;Taman;Sekolah,773,31
PID0597,Jl Pattimura,Batu,Rumah Tunggal,7618012964,8968390828,2249674339.749061,6,Universitas;Transportasi Umum;Kafe,591,46
